ImageID,Caption,Nouns,Type
ILSVRC2012_val_00047723,a propeller plane flying through a blue sky,"['propeller', 'plane', 'sky']",OOD
ILSVRC2012_val_00005116,a small fighter jet sitting on top of an airport runway,"['fighter', 'jet', 'top', 'airport', 'runway']",OOD
ILSVRC2012_val_00015070,a fighter jet flying through a cloudy blue sky,"['fighter', 'jet', 'sky']",OOD
ILSVRC2012_val_00018190,a green fighter jet sitting on top of an airport runway,"['fighter', 'jet', 'top', 'airport', 'runway']",OOD
ILSVRC2012_val_00026553,an old fighter jet sitting on display in a museum,"['fighter', 'jet', 'display', 'museum']",OOD
ILSVRC2012_val_00037204,a small blue airplane flying over a desert,"['airplane', 'desert']",OOD
ILSVRC2012_val_00034713,a man standing on top of a fighter jet,"['man', 'top', 'fighter', 'jet']",OOD
ILSVRC2012_val_00003293,a crowd of people walking into the nose of a military plane,"['crowd', 'people', 'nose', 'plane']",OOD
ILSVRC2012_val_00010014,a fighter jet flying through the sky over the mountains,"['fighter', 'jet', 'sky', 'mountains']",OOD
ILSVRC2012_val_00030208,a fighter jet flying in the air with its landing gear down,"['fighter', 'jet', 'air', 'landing', 'gear']",OOD
ILSVRC2012_val_00047539,a large military plane is flying in the sky,"['plane', 'sky']",OOD
ILSVRC2012_val_00018147,an airplane hanging from the ceiling of a building,"['airplane', 'ceiling', 'building']",OOD
ILSVRC2012_val_00039785,a fighter jet flying through a blue sky,"['fighter', 'jet', 'sky']",OOD
ILSVRC2012_val_00007004,a fighter jet flying through a blue sky,"['fighter', 'jet', 'sky']",OOD
ILSVRC2012_val_00032516,a fighter jet flying through a blue sky,"['fighter', 'jet', 'sky']",OOD
ILSVRC2012_val_00035119,an airplane is flying over a yellow tower,"['airplane', 'tower']",OOD
ILSVRC2012_val_00020759,four fighter jets flying in formation in the sky,"['fighter', 'jets', 'formation', 'sky']",OOD
ILSVRC2012_val_00004998,a fighter jet flying over a crowd of people,"['fighter', 'jet', 'crowd', 'people']",OOD
ILSVRC2012_val_00046500,a small propeller plane sitting on top of an airport runway,"['propeller', 'plane', 'top', 'airport', 'runway']",OOD
ILSVRC2012_val_00031559,an old plane is parked on a runway,"['plane', 'runway']",OOD
ILSVRC2012_val_00021062,a plane flying in the blue sky with a jet,"['plane', 'sky', 'jet']",OOD
ILSVRC2012_val_00044335,a fighter jet sitting on top of a runway,"['fighter', 'jet', 'top', 'runway']",OOD
ILSVRC2012_val_00004879,a large airplane flying through a blue sky,"['airplane', 'sky']",OOD
ILSVRC2012_val_00024705,the side of an airplane in a museum,"['side', 'airplane', 'museum']",OOD
ILSVRC2012_val_00047921,a large gray airplane flying in the sky,"['airplane', 'sky']",OOD
ILSVRC2012_val_00028234,a large plane flying through a cloudy sky,"['plane', 'sky']",OOD
ILSVRC2012_val_00012932,a fighter jet flying through a cloudy sky,"['fighter', 'jet', 'sky']",OOD
ILSVRC2012_val_00007311,a fighter jet flying through a blue sky,"['fighter', 'jet', 'sky']",OOD
ILSVRC2012_val_00030069,a fighter jet flying through a blue sky,"['fighter', 'jet', 'sky']",OOD
ILSVRC2012_val_00023334,a small propeller plane sitting on top of an airport runway,"['propeller', 'plane', 'top', 'airport', 'runway']",OOD
ILSVRC2012_val_00018638,a small airplane with a windshield on a grass field,"['airplane', 'windshield', 'grass', 'field']",OOD
ILSVRC2012_val_00028193,three fighter jets flying in formation in the sky,"['fighter', 'jets', 'formation', 'sky']",OOD
ILSVRC2012_val_00023701,an airplane flying in the sky with smoke coming out of it,"['airplane', 'sky', 'smoke']",OOD
ILSVRC2012_val_00037822,a man sitting in the cockpit of a fighter jet,"['man', 'cockpit', 'fighter', 'jet']",OOD
ILSVRC2012_val_00000369,a plane flying over the statue of liberty and a fighter jet,"['plane', 'statue', 'liberty', 'fighter', 'jet']",OOD
ILSVRC2012_val_00033671,a close up of the nose of an airplane with red and white stripes,"['close', 'nose', 'airplane', 'stripes']",OOD
ILSVRC2012_val_00022103,a fighter jet sitting on a runway at an airport,"['fighter', 'jet', 'runway', 'airport']",OOD
ILSVRC2012_val_00047529,a propeller plane flying through a blue sky,"['propeller', 'plane', 'sky']",OOD
ILSVRC2012_val_00011942,the propeller of an airplane on a runway with people standing around it,"['propeller', 'airplane', 'runway', 'people']",OOD
ILSVRC2012_val_00016506,a fighter jet flying in the sky with clouds,"['fighter', 'jet', 'sky', 'clouds']",OOD
ILSVRC2012_val_00038939,a close up of the nose of an airplane with the cockpit open,"['close', 'nose', 'airplane', 'cockpit']",OOD
ILSVRC2012_val_00046026,two fighter jets flying in formation in the sky,"['fighter', 'jets', 'formation', 'sky']",OOD
ILSVRC2012_val_00047865,a military helicopter parked on a tarmac next to other planes,"['helicopter', 'tarmac', 'planes']",OOD
ILSVRC2012_val_00023593,a fighter jet flying in the sky with three fighter jets,"['fighter', 'jet', 'sky', 'fighter', 'jets']",OOD
ILSVRC2012_val_00019254,a fighter jet parked on top of a building,"['fighter', 'jet', 'top', 'building']",OOD
ILSVRC2012_val_00015306,a fighter jet is flying in the sky,"['fighter', 'jet', 'sky']",OOD
ILSVRC2012_val_00024613,a plane flying over a beach with boats in the water,"['plane', 'beach', 'boats', 'water']",OOD
ILSVRC2012_val_00023087,a fighter jet sitting on top of a tarmac at an airport,"['fighter', 'jet', 'top', 'tarmac', 'airport']",OOD
ILSVRC2012_val_00046751,a bird standing on the ground in the dirt,"['bird', 'ground', 'dirt']",OOD
ILSVRC2012_val_00047914,a small bird perched on top of a snow covered branch,"['bird', 'top', 'snow', 'branch']",OOD
ILSVRC2012_val_00000747,a small bird perched on a tree branch,"['bird', 'tree', 'branch']",OOD
ILSVRC2012_val_00033092,a small bird perched on a tree branch,"['bird', 'tree', 'branch']",OOD
ILSVRC2012_val_00006526,a small bird perched on a tree branch,"['bird', 'tree', 'branch']",OOD
ILSVRC2012_val_00004006,a small bird sitting on top of a roof,"['bird', 'top', 'roof']",OOD
ILSVRC2012_val_00011249,a small bird perched on top of a medal,"['bird', 'top', 'medal']",OOD
ILSVRC2012_val_00026673,a small bird perched on a tree branch,"['bird', 'tree', 'branch']",OOD
ILSVRC2012_val_00016476,a small bird standing in the snow,"['bird', 'snow']",OOD
ILSVRC2012_val_00023698,a flock of birds in the snow near a fence,"['flock', 'birds', 'snow', 'fence']",OOD
ILSVRC2012_val_00045172,a small bird perched on a tree branch,"['bird', 'tree', 'branch']",OOD
ILSVRC2012_val_00002730,a small bird perched on a tree branch,"['bird', 'tree', 'branch']",OOD
ILSVRC2012_val_00010393,a bird perched on a tree branch with berries,"['bird', 'tree', 'branch', 'berries']",OOD
ILSVRC2012_val_00002425,a small bird perched on a pine tree,"['bird', 'tree']",OOD
ILSVRC2012_val_00045415,a bird sitting on a tree branch covered in snow,"['bird', 'tree', 'branch', 'snow']",OOD
ILSVRC2012_val_00027507,a small bird sitting on a branch in the snow,"['bird', 'branch', 'snow']",OOD
ILSVRC2012_val_00030224,a group of birds eating seeds in the snow,"['group', 'birds', 'seeds', 'snow']",OOD
ILSVRC2012_val_00045389,a bird perched on a snow covered tree branch,"['bird', 'snow', 'tree', 'branch']",OOD
ILSVRC2012_val_00046833,three birds sitting on a bird feeder,"['birds', 'bird', 'feeder']",OOD
ILSVRC2012_val_00013512,a small bird standing in the snow,"['bird', 'snow']",OOD
ILSVRC2012_val_00006763,a small bird perched on a tree branch,"['bird', 'tree', 'branch']",OOD
ILSVRC2012_val_00025488,a small bird is standing in the grass,"['bird', 'grass']",OOD
ILSVRC2012_val_00016548,a small bird standing in the snow,"['bird', 'snow']",OOD
ILSVRC2012_val_00010689,a bird is standing on a rock,"['bird', 'rock']",OOD
ILSVRC2012_val_00045611,a small bird standing in the snow,"['bird', 'snow']",OOD
ILSVRC2012_val_00000651,a small brown bird standing in the snow,"['bird', 'snow']",OOD
ILSVRC2012_val_00002191,a bird sitting on the ground next to some leaves,"['bird', 'ground', 'leaves']",OOD
ILSVRC2012_val_00025347,a small bird perched on a tree branch,"['bird', 'tree', 'branch']",OOD
ILSVRC2012_val_00023766,a large flock of birds flying in the sky,"['flock', 'birds', 'sky']",OOD
ILSVRC2012_val_00047878,a bird is eating from a bird feeder,"['bird', 'bird', 'feeder']",OOD
ILSVRC2012_val_00012814,a small bird standing on a tree branch,"['bird', 'tree', 'branch']",OOD
ILSVRC2012_val_00015223,a small bird perched on a tree branch,"['bird', 'tree', 'branch']",OOD
ILSVRC2012_val_00020889,a brown and white bird sitting on a branch,"['bird', 'branch']",OOD
ILSVRC2012_val_00035540,a small bird standing in the snow,"['bird', 'snow']",OOD
ILSVRC2012_val_00033580,a small bird perched on a tree branch,"['bird', 'tree', 'branch']",OOD
ILSVRC2012_val_00027374,a small bird perched on a tree branch,"['bird', 'tree', 'branch']",OOD
ILSVRC2012_val_00038895,a small bird perched on a tree branch,"['bird', 'tree', 'branch']",OOD
ILSVRC2012_val_00049568,a small bird perched on a tree branch,"['bird', 'tree', 'branch']",OOD
ILSVRC2012_val_00028902,a small bird is standing in the grass,"['bird', 'grass']",OOD
ILSVRC2012_val_00002023,a small bird perched on a pile of gravel,"['bird', 'pile', 'gravel']",OOD
ILSVRC2012_val_00023441,a small bird sitting on top of a bird feeder,"['bird', 'top', 'bird', 'feeder']",OOD
ILSVRC2012_val_00035872,a small bird sitting on a tree branch in the snow,"['bird', 'tree', 'branch', 'snow']",OOD
ILSVRC2012_val_00010999,a small bird sitting in the snow,"['bird', 'snow']",OOD
ILSVRC2012_val_00037116,a small bird perched on a pine tree,"['bird', 'tree']",OOD
ILSVRC2012_val_00027619,a small bird perched on a tree branch,"['bird', 'tree', 'branch']",OOD
ILSVRC2012_val_00043788,two birds perched on the branches of a tree,"['birds', 'branches', 'tree']",OOD
ILSVRC2012_val_00026784,a bird drinking water from a pond,"['bird', 'water', 'pond']",OOD
ILSVRC2012_val_00034864,a small bird sitting on top of a tree,"['bird', 'top', 'tree']",OOD
ILSVRC2012_val_00037748,a small bird sitting on a snow covered log,"['bird', 'snow', 'log']",OOD
ILSVRC2012_val_00034018,a small bird perched on top of a bird feeder,"['bird', 'top', 'bird', 'feeder']",OOD
ILSVRC2012_val_00045347,a white cat with blue eyes sitting on a person,"['cat', 'eyes', 'person']",OOD
ILSVRC2012_val_00022535,a cat laying on top of a wooden table,"['cat', 'top', 'table']",OOD
ILSVRC2012_val_00043891,a siamese cat with blue eyes sitting on a rug,"['cat', 'eyes', 'rug']",OOD
ILSVRC2012_val_00012173,a close up of the profile of a cat looking,"['close', 'profile', 'cat']",OOD
ILSVRC2012_val_00020230,a cat laying on top of a blanket,"['cat', 'top', 'blanket']",OOD
ILSVRC2012_val_00039580,a siamese cat sitting on top of a wicker chair,"['cat', 'top', 'wicker', 'chair']",OOD
ILSVRC2012_val_00010436,a cat with blue eyes and a gray face,"['cat', 'eyes', 'face']",OOD
ILSVRC2012_val_00017692,a brown and white cat looking through a fence,"['cat', 'fence']",OOD
ILSVRC2012_val_00036961,a siamese cat standing with its tail,"['cat', 'tail']",OOD
ILSVRC2012_val_00024760,a cat is sitting on a bed,"['cat', 'bed']",OOD
ILSVRC2012_val_00043145,a cat with blue eyes looking at the camera,"['cat', 'eyes', 'camera']",OOD
ILSVRC2012_val_00034254,a close up of a cat with blue eyes,"['close', 'cat', 'eyes']",OOD
ILSVRC2012_val_00045829,a cat with blue eyes looking out of a window,"['cat', 'eyes', 'window']",OOD
ILSVRC2012_val_00005466,a cat laying on its back on a bed,"['cat', 'back', 'bed']",OOD
ILSVRC2012_val_00025519,a painting of a brown cat with blue eyes,"['painting', 'cat', 'eyes']",OOD
ILSVRC2012_val_00015401,a close up of a cat with blue eyes,"['close', 'cat', 'eyes']",OOD
ILSVRC2012_val_00043546,a painting of two cats sitting next to a vase,"['painting', 'cats', 'vase']",OOD
ILSVRC2012_val_00043632,a brown cat with a white ribbon around its neck,"['cat', 'ribbon', 'neck']",OOD
ILSVRC2012_val_00028213,a cat laying on top of a bed,"['cat', 'top', 'bed']",OOD
ILSVRC2012_val_00043090,a cat with blue eyes sitting in the grass,"['cat', 'eyes', 'grass']",OOD
ILSVRC2012_val_00047103,a brown and white cat sitting on a chair,"['cat', 'chair']",OOD
ILSVRC2012_val_00046572,a siamese cat sitting on top of a picture,"['cat', 'top', 'picture']",OOD
ILSVRC2012_val_00011738,a cat sitting on the floor next to a bed,"['cat', 'floor', 'bed']",OOD
ILSVRC2012_val_00043051,a siamese cat sitting on top of a bench,"['cat', 'top', 'bench']",OOD
ILSVRC2012_val_00017325,a cat sitting on a table next to a window,"['cat', 'table', 'window']",OOD
ILSVRC2012_val_00034421,a close up of a siamese cat with blue eyes,"['close', 'cat', 'eyes']",OOD
ILSVRC2012_val_00029839,a black and white cat looking out of a window,"['cat', 'window']",OOD
ILSVRC2012_val_00020594,a black and white cat laying on a red blanket,"['cat', 'blanket']",OOD
ILSVRC2012_val_00032328,a close up of a cat with blue eyes,"['close', 'cat', 'eyes']",OOD
ILSVRC2012_val_00038168,a brown and white siamese cat sitting on a couch,"['cat', 'couch']",OOD
ILSVRC2012_val_00010389,a brown and white cat laying on a couch,"['cat', 'couch']",OOD
ILSVRC2012_val_00011528,a couple of rabbits sitting next to each other,"['couple', 'rabbits']",OOD
ILSVRC2012_val_00020688,a black cat laying under a white blanket,"['cat', 'blanket']",OOD
ILSVRC2012_val_00004088,a cat laying on top of a bed,"['cat', 'top', 'bed']",OOD
ILSVRC2012_val_00026893,a siamese cat sitting on a wooden chair,"['cat', 'chair']",OOD
ILSVRC2012_val_00036290,a gray and white cat with blue eyes,"['cat', 'eyes']",OOD
ILSVRC2012_val_00004821,a siamese cat laying on top of a bed,"['cat', 'top', 'bed']",OOD
ILSVRC2012_val_00025887,a black and white cat laying on the floor,"['cat', 'floor']",OOD
ILSVRC2012_val_00048160,a brown and white cat with big ears,"['cat', 'ears']",OOD
ILSVRC2012_val_00002659,a siamese cat sitting on the ground,"['cat', 'ground']",OOD
ILSVRC2012_val_00035566,a cat laying on a blanket on a bed,"['cat', 'blanket', 'bed']",OOD
ILSVRC2012_val_00039979,two siamese cats laying together in a bed,"['cats', 'bed']",OOD
ILSVRC2012_val_00000211,a siamese cat sitting on a wooden floor,"['cat', 'floor']",OOD
ILSVRC2012_val_00030929,a black and white cat with blue eyes,"['cat', 'eyes']",OOD
ILSVRC2012_val_00039931,a cat sitting on top of a computer keyboard,"['cat', 'top', 'computer', 'keyboard']",OOD
ILSVRC2012_val_00017186,a siamese cat sleeping on top of a bed,"['cat', 'top', 'bed']",OOD
ILSVRC2012_val_00003133,a gray and white cat with a pink scarf,"['cat', 'scarf']",OOD
ILSVRC2012_val_00002475,a gray and white cat with blue eyes,"['cat', 'eyes']",OOD
ILSVRC2012_val_00040854,a siamese cat with blue eyes sitting on a chair,"['cat', 'eyes', 'chair']",OOD
ILSVRC2012_val_00036526,a gray cat with blue eyes sitting on a bed,"['cat', 'eyes', 'bed']",OOD
ILSVRC2012_val_00013958,a garbage truck is spraying water on a street,"['garbage', 'truck', 'water', 'street']",OOD
ILSVRC2012_val_00029377,the back of a blue truck with the apple logo on it,"['back', 'truck', 'apple', 'logo']",OOD
ILSVRC2012_val_00025416,a white garbage truck is parked in a driveway,"['garbage', 'truck', 'driveway']",OOD
ILSVRC2012_val_00025379,a white garbage truck is driving down the street,"['garbage', 'truck', 'street']",OOD
ILSVRC2012_val_00006922,a green garbage truck driving down a street,"['garbage', 'truck', 'street']",OOD
ILSVRC2012_val_00022172,a garbage truck parked on the side of a street,"['garbage', 'truck', 'side', 'street']",OOD
ILSVRC2012_val_00019147,a blue semi truck parked on the side of a road,"['truck', 'side', 'road']",OOD
ILSVRC2012_val_00021253,a blue and white truck driving down a street,"['truck', 'street']",OOD
ILSVRC2012_val_00018227,a white garbage truck driving down a street,"['garbage', 'truck', 'street']",OOD
ILSVRC2012_val_00002434,a large white truck parked in a driveway,"['truck', 'driveway']",OOD
ILSVRC2012_val_00043909,a white garbage truck is driving down the street,"['garbage', 'truck', 'street']",OOD
ILSVRC2012_val_00042802,a blue and yellow dump truck driving down a road,"['dump', 'truck', 'road']",OOD
ILSVRC2012_val_00026865,a bus is parked on the street at night,"['bus', 'street', 'night']",OOD
ILSVRC2012_val_00013925,a green and white garbage truck driving down a street,"['garbage', 'truck', 'street']",OOD
ILSVRC2012_val_00034078,a white garbage truck parked in front of some trees,"['garbage', 'truck', 'front', 'trees']",OOD
ILSVRC2012_val_00012925,a green garbage truck driving down a city street,"['garbage', 'truck', 'city', 'street']",OOD
ILSVRC2012_val_00007519,a blue garbage truck is driving down a street,"['garbage', 'truck', 'street']",OOD
ILSVRC2012_val_00038268,a garbage truck is stopped at a traffic light,"['garbage', 'truck', 'traffic', 'light']",OOD
ILSVRC2012_val_00002210,a large white garbage truck driving down the street at night,"['garbage', 'truck', 'street', 'night']",OOD
ILSVRC2012_val_00044976,a large garbage truck parked in front of a building,"['garbage', 'truck', 'front', 'building']",OOD
ILSVRC2012_val_00027110,a garbage truck is dumping garbage into a dumpster,"['garbage', 'truck', 'garbage', 'dumpster']",OOD
ILSVRC2012_val_00032800,a white truck driving down a snow covered street,"['truck', 'snow', 'street']",OOD
ILSVRC2012_val_00041478,a large yellow dump truck driving down a street,"['dump', 'truck', 'street']",OOD
ILSVRC2012_val_00036554,a white mack garbage truck driving down a street,"['garbage', 'truck', 'street']",OOD
ILSVRC2012_val_00027150,a white garbage truck driving down a street,"['garbage', 'truck', 'street']",OOD
ILSVRC2012_val_00047189,two dump trucks parked on the side of a street,"['dump', 'trucks', 'side', 'street']",OOD
ILSVRC2012_val_00039069,a couple of trucks are parked on a dirt road,"['couple', 'trucks', 'dirt', 'road']",OOD
ILSVRC2012_val_00004119,a garbage truck with a stuffed animal on the front of it,"['garbage', 'truck', 'animal', 'front']",OOD
ILSVRC2012_val_00005744,a large green garbage truck driving down a street,"['garbage', 'truck', 'street']",OOD
ILSVRC2012_val_00024560,a white truck is parked in a parking lot,"['truck', 'parking', 'lot']",OOD
ILSVRC2012_val_00006234,a garbage truck is parked in a parking lot,"['garbage', 'truck', 'parking', 'lot']",OOD
ILSVRC2012_val_00037947,a car with a face painted on it in a parking lot,"['car', 'face', 'parking', 'lot']",OOD
ILSVRC2012_val_00008430,a garbage truck parked on the side of a street,"['garbage', 'truck', 'side', 'street']",OOD
ILSVRC2012_val_00007477,a green and white garbage truck driving down a street,"['garbage', 'truck', 'street']",OOD
ILSVRC2012_val_00016208,a row of military trucks parked in a parking lot,"['row', 'trucks', 'parking', 'lot']",OOD
ILSVRC2012_val_00009345,a large truck is parked in a parking lot,"['truck', 'parking', 'lot']",OOD
ILSVRC2012_val_00034417,a green and yellow garbage truck on a street,"['garbage', 'truck', 'street']",OOD
ILSVRC2012_val_00031313,a garbage truck is driving down a city street,"['garbage', 'truck', 'city', 'street']",OOD
ILSVRC2012_val_00042487,a man is standing next to a yellow truck,"['man', 'truck']",OOD
ILSVRC2012_val_00047374,a green garbage truck is parked in a parking lot,"['garbage', 'truck', 'parking', 'lot']",OOD
ILSVRC2012_val_00046913,a dump truck and a bulldozer in a pile of garbage,"['dump', 'truck', 'bulldozer', 'pile', 'garbage']",OOD
ILSVRC2012_val_00001144,a garbage truck is driving down the road,"['garbage', 'truck', 'road']",OOD
ILSVRC2012_val_00033842,a green and white garbage truck driving down a street,"['garbage', 'truck', 'street']",OOD
ILSVRC2012_val_00036233,a green and white garbage truck driving down a street,"['garbage', 'truck', 'street']",OOD
ILSVRC2012_val_00005094,a green garbage truck is parked in a parking lot,"['garbage', 'truck', 'parking', 'lot']",OOD
ILSVRC2012_val_00028190,three green and white garbage trucks parked on the side of a street,"['garbage', 'trucks', 'side', 'street']",OOD
ILSVRC2012_val_00013827,a dump truck dumping a load of garbage in a landfill,"['dump', 'truck', 'load', 'garbage', 'landfill']",OOD
ILSVRC2012_val_00028914,a green and white garbage truck parked on a street,"['garbage', 'truck', 'street']",OOD
ILSVRC2012_val_00044888,a large white truck driving down a street,"['truck', 'street']",OOD
ILSVRC2012_val_00034001,a white dump truck driving down a highway,"['dump', 'truck', 'highway']",OOD
ILSVRC2012_val_00015081,a close up of an african antelope with trees in the background,"['close', 'antelope', 'trees', 'background']",OOD
ILSVRC2012_val_00006306,three gazelle grazing in a field of grass,"['gazelle', 'field', 'grass']",OOD
ILSVRC2012_val_00037656,a giraffe and a herd of deer in a field,"['herd', 'deer', 'field']",OOD
ILSVRC2012_val_00011737,a gazelle standing in a field of tall grass,"['gazelle', 'field', 'grass']",OOD
ILSVRC2012_val_00032385,a gazelle standing in a field of grass,"['gazelle', 'field', 'grass']",OOD
ILSVRC2012_val_00041130,a herd of impala grazing in a field,"['herd', 'impala', 'field']",OOD
ILSVRC2012_val_00037295,a gazelle grazing on grass in a field,"['gazelle', 'grass', 'field']",OOD
ILSVRC2012_val_00000127,a herd of deer grazing in a field,"['herd', 'deer', 'grazing', 'field']",OOD
ILSVRC2012_val_00036178,a giraffe is drinking water from a water trough,"['water', 'water', 'trough']",OOD
ILSVRC2012_val_00007395,a gazelle walking through a field of tall grass,"['gazelle', 'field', 'grass']",OOD
ILSVRC2012_val_00001640,a baby gazelle and its mother standing in the grass,"['baby', 'gazelle', 'mother', 'grass']",OOD
ILSVRC2012_val_00018210,a giraffe drinking water from a body of water,"['drinking', 'water', 'body', 'water']",OOD
ILSVRC2012_val_00018674,an antelope with large horns standing in the grass,"['antelope', 'horns', 'grass']",OOD
ILSVRC2012_val_00048459,a impala standing in the grass in front of trees,"['impala', 'grass', 'front', 'trees']",OOD
ILSVRC2012_val_00049120,a herd of antelope grazing in a field of tall grass,"['herd', 'antelope', 'field', 'grass']",OOD
ILSVRC2012_val_00047823,two antelope standing next to each other in the grass,"['antelope', 'grass']",OOD
ILSVRC2012_val_00043784,a herd of deer grazing in a field of tall grass,"['herd', 'deer', 'grazing', 'field', 'grass']",OOD
ILSVRC2012_val_00025352,a small deer standing in a field of grass,"['deer', 'field', 'grass']",OOD
ILSVRC2012_val_00021701,a gazelle and a antelope standing in a field,"['gazelle', 'antelope', 'field']",OOD
ILSVRC2012_val_00024665,a mother and baby camel standing in a field of grass,"['mother', 'baby', 'camel', 'field', 'grass']",OOD
ILSVRC2012_val_00027136,a deer is running through the grass,"['deer', 'grass']",OOD
ILSVRC2012_val_00007586,two antelope grazing in a field of grass,"['antelope', 'field', 'grass']",OOD
ILSVRC2012_val_00009287,a gazelle with large horns standing in the dirt,"['gazelle', 'horns', 'dirt']",OOD
ILSVRC2012_val_00025384,a small deer running in front of a wall,"['deer', 'front', 'wall']",OOD
ILSVRC2012_val_00018236,an antelope eating grass in its mouth,"['antelope', 'grass', 'mouth']",OOD
ILSVRC2012_val_00036108,three antelope drinking water from a lake at dusk,"['antelope', 'water', 'lake', 'dusk']",OOD
ILSVRC2012_val_00016293,a giraffe walking through the trees in a field,"['trees', 'field']",OOD
ILSVRC2012_val_00031421,a close up of the head of a gazelle,"['close', 'head', 'gazelle']",OOD
ILSVRC2012_val_00011756,a group of gazelle standing in a field,"['group', 'gazelle', 'field']",OOD
ILSVRC2012_val_00035239,a herd of antelope walking across a dry field,"['herd', 'antelope', 'field']",OOD
ILSVRC2012_val_00002815,a kudu walking through a field of dry grass,"['kudu', 'field', 'grass']",OOD
ILSVRC2012_val_00028482,two antelope standing in a field of tall grass,"['antelope', 'field', 'grass']",OOD
ILSVRC2012_val_00028451,a group of antelope standing in a field,"['group', 'antelope', 'field']",OOD
ILSVRC2012_val_00031910,a close up of a gazelle with horns,"['close', 'gazelle', 'horns']",OOD
ILSVRC2012_val_00026299,two white deer grazing in the grass at night,"['deer', 'grazing', 'grass', 'night']",OOD
ILSVRC2012_val_00027625,a gazelle walking in a field near some trees,"['gazelle', 'field', 'trees']",OOD
ILSVRC2012_val_00006973,a profile of a pronghorn antelope standing in a field,"['profile', 'pronghorn', 'antelope', 'field']",OOD
ILSVRC2012_val_00042401,a gazelle standing in a field of grass,"['gazelle', 'field', 'grass']",OOD
ILSVRC2012_val_00047967,a antelope drinking water from a lake,"['antelope', 'water', 'lake']",OOD
ILSVRC2012_val_00020404,a herd of impala grazing on the grass,"['herd', 'impala', 'grass']",OOD
ILSVRC2012_val_00009954,a deer standing in the grass near some trees,"['deer', 'grass', 'trees']",OOD
ILSVRC2012_val_00025116,a deer walking in a field near some trees,"['deer', 'field', 'trees']",OOD
ILSVRC2012_val_00030033,two gazelles are standing in a field of trees,"['gazelles', 'field', 'trees']",OOD
ILSVRC2012_val_00034071,a deer walking in the grass in the dark,"['deer', 'grass', 'dark']",OOD
ILSVRC2012_val_00027012,a close up of a goat standing in the grass,"['close', 'goat', 'grass']",OOD
ILSVRC2012_val_00010132,a horned antelope eating leaves from a tree,"['antelope', 'leaves', 'tree']",OOD
ILSVRC2012_val_00002064,a close up of a gazelle looking at the camera,"['close', 'gazelle', 'camera']",OOD
ILSVRC2012_val_00003871,a gazelle standing in the shade of a tree,"['gazelle', 'shade', 'tree']",OOD
ILSVRC2012_val_00012297,a horned antelope standing in the middle of a field,"['antelope', 'middle', 'field']",OOD
ILSVRC2012_val_00042971,a gazelle walking on a dirt road,"['gazelle', 'dirt', 'road']",OOD
